# Region type : patch outlet
# Faces         : 20
# Area          : 4.36243709e-07
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(p)	weightedAverage(U)	weightedAverage(T)
5400            	1.01325000e+05	(1.06097688e+00 1.06258867e-08 1.23039389e-12)	3.99699612e+02
5500            	1.01325000e+05	(1.06097721e+00 8.51501325e-08 1.25551927e-12)	3.99730880e+02
5600            	1.01325000e+05	(1.06097772e+00 2.69149678e-08 1.25268194e-12)	3.99758893e+02
5700            	1.01325000e+05	(1.06097763e+00 -7.57828074e-08 1.25107295e-12)	3.99783991e+02
5800            	1.01325000e+05	(1.06097716e+00 -8.00106103e-08 1.24603614e-12)	3.99806475e+02
5900            	1.01325000e+05	(1.06097688e+00 1.73946251e-08 1.23671175e-12)	3.99826619e+02
6000            	1.01325000e+05	(1.06097718e+00 1.14902951e-07 1.25900783e-12)	3.99844665e+02
6100            	1.01325000e+05	(1.06097770e+00 6.43881885e-08 1.26042911e-12)	3.99860833e+02
6200            	1.01325000e+05	(1.06097767e+00 -4.98910736e-08 1.25282906e-12)	3.99875318e+02
6300            	1.01325000e+05	(1.06097716e+00 -8.32969709e-08 1.24236954e-12)	3.99888295e+02
6400            	1.01325000e+05	(1.06097672e+00 1.46832159e-08 1.23990145e-12)	3.99899921e+02
6500            	1.01325000e+05	(1.06097699e+00 1.28007789e-07 1.25226910e-12)	3.99910338e+02
6600            	1.01325000e+05	(1.06097757e+00 8.57381948e-08 1.22178568e-12)	3.99919670e+02
6700            	1.01325000e+05	(1.06097766e+00 -4.55066924e-08 1.24502459e-12)	3.99928031e+02
6800            	1.01325000e+05	(1.06097715e+00 -1.20186816e-07 1.24240545e-12)	3.99935522e+02
6900            	1.01325000e+05	(1.06097659e+00 -3.11065589e-08 1.24742475e-12)	3.99942233e+02
7000            	1.01325000e+05	(1.06097680e+00 1.03138974e-07 1.24413047e-12)	3.99948246e+02
7100            	1.01325000e+05	(1.06097748e+00 8.55611550e-08 1.23809953e-12)	3.99953623e+02
7200            	1.01325000e+05	(1.06097775e+00 -5.63538408e-08 1.24471569e-12)	3.99957601e+02
7300            	1.01325000e+05	(1.06097727e+00 -1.56425988e-07 1.23629998e-12)	3.99961231e+02
7400            	1.01325000e+05	(1.06097664e+00 -6.82107724e-08 1.23815340e-12)	3.99964549e+02
7500            	1.01325000e+05	(1.06097679e+00 8.79704631e-08 1.24517082e-12)	3.99967580e+02
7600            	1.01325000e+05	(1.06097755e+00 1.09406550e-07 1.23497227e-12)	3.99970346e+02
7700            	1.01325000e+05	(1.06097802e+00 -3.62997991e-08 1.22205539e-12)	3.99972881e+02
7800            	1.01325000e+05	(1.06097755e+00 -1.70637280e-07 1.23792399e-12)	3.99975202e+02
7900            	1.01325000e+05	(1.06097672e+00 -9.34957196e-08 1.26906790e-12)	3.99977323e+02
8000            	1.01325000e+05	(1.06097667e+00 1.00364955e-07 1.26193499e-12)	3.99979260e+02
8100            	1.01325000e+05	(1.06097744e+00 1.81146495e-07 1.22809413e-12)	3.99981032e+02
8200            	1.01325000e+05	(1.06097814e+00 3.72569341e-08 1.23389615e-12)	3.99981251e+02
8300            	1.01325000e+05	(1.06097772e+00 -1.50151616e-07 1.23877229e-12)	3.99981251e+02
8400            	1.01325000e+05	(1.06097670e+00 -1.02057251e-07 1.25734210e-12)	3.99981251e+02
8500            	1.01325000e+05	(1.06097644e+00 1.18025307e-07 1.24162730e-12)	3.99981251e+02
8600            	1.01325000e+05	(1.06097724e+00 2.33504222e-07 1.27183698e-12)	3.99981251e+02
8700            	1.01325000e+05	(1.06097815e+00 6.74660536e-08 1.24894727e-12)	3.99981251e+02
8800            	1.01325000e+05	(1.06097777e+00 -1.72779216e-07 1.25695778e-12)	3.99981251e+02
8900            	1.01325000e+05	(1.06097656e+00 -1.75633520e-07 1.24098518e-12)	3.99981251e+02
9000            	1.01325000e+05	(1.06097597e+00 8.53695882e-08 1.23610518e-12)	3.99981251e+02
9100            	1.01325000e+05	(1.06097692e+00 2.79218302e-07 1.25678967e-12)	3.99981251e+02
9200            	1.01325000e+05	(1.06097833e+00 1.07012533e-07 1.25315164e-12)	3.99981251e+02
9300            	1.01325000e+05	(1.06097831e+00 -2.35667781e-07 1.24716389e-12)	3.99981251e+02
9400            	1.01325000e+05	(1.06097691e+00 -3.26752565e-07 1.23028373e-12)	3.99981251e+02
9500            	1.01325000e+05	(1.06097584e+00 3.62798607e-08 1.24594999e-12)	3.99981251e+02
9600            	1.01325000e+05	(1.06097666e+00 4.59754708e-07 1.26084167e-12)	3.99981251e+02
9700            	1.01325000e+05	(1.06097820e+00 4.57664363e-07 1.23445629e-12)	3.99981251e+02
9800            	1.01325000e+05	(1.06097786e+00 9.27281432e-08 1.25615625e-12)	3.99981251e+02
9900            	1.01325000e+05	(1.06097527e+00 -4.36222265e-09 1.24467943e-12)	3.99981251e+02
10000           	1.01325000e+05	(1.06097276e+00 5.27318981e-07 1.23653124e-12)	3.99981251e+02
