0.000000	300.024109
0.050000	305.192230
0.100000	308.477356
0.150000	312.142883
0.200000	316.375641
0.250000	320.524048
0.300000	324.373932
0.350000	327.976105
0.400000	331.391907
0.450000	334.649323
0.500000	337.756439
0.550000	340.717529
0.600000	343.537628
0.650000	346.223083
0.700000	348.780945
0.750000	351.217010
0.800000	353.537231
0.850000	355.747253
0.900000	357.851990
0.950000	359.856750
1.000000	361.766052
1.050000	363.584534
1.100000	365.316528
1.150000	366.966217
1.200000	368.537323
1.250000	370.033844
1.300000	371.459076
1.350000	372.816528
1.400000	374.109558
1.450000	375.341003
1.500000	376.513794
1.550000	377.631012
1.600000	378.694763
1.650000	379.708160
1.700000	380.673248
1.750000	381.592529
1.800000	382.468079
1.850000	383.301849
1.900000	384.096008
1.950000	384.852600
2.000000	385.573059
2.050000	386.259216
2.100000	386.912720
2.150000	387.535187
2.200000	388.128052
2.250000	388.692810
2.300000	389.230621
2.350000	389.742676
2.400000	390.230652
2.450000	390.695343
2.500000	391.137817
2.550000	391.559357
2.600000	391.960876
2.650000	392.343262
2.700000	392.707336
2.750000	393.054260
2.800000	393.384674
2.850000	393.699219
2.900000	393.998962
2.950000	394.284363
3.000000	394.556244
3.050000	394.815094
3.100000	395.061829
3.150000	395.296631
3.200000	395.520386
3.250000	395.733337
3.300000	395.936340
3.350000	396.129578
3.400000	396.313782
3.450000	396.489075
3.500000	396.656067
3.550000	396.815125
3.600000	396.966553
3.650000	397.110809
3.700000	397.248291
3.750000	397.379089
3.800000	397.503723
3.850000	397.622467
3.900000	397.735626
3.950000	397.843323
4.000000	397.945892
4.050000	398.043640
4.100000	398.136536
4.150000	398.225342
4.200000	398.309662
4.250000	398.390045
4.300000	398.466644
4.350000	398.539612
4.400000	398.609039
4.450000	398.675201
4.500000	398.738129
4.550000	398.798035
4.600000	398.855408
4.650000	398.909821
4.700000	398.961578
4.750000	399.011017
4.800000	399.057953
4.850000	399.102783
4.900000	399.145660
4.950000	399.186157
5.000000	399.224915
5.050000	399.261719
5.100000	399.296875
5.150000	399.330261
5.200000	399.362244
5.250000	399.392487
5.300000	399.421448
5.350000	399.448944
5.400000	399.475098
5.450000	399.500153
5.500000	399.523926
5.550000	399.546509
5.600000	399.568085
5.650000	399.588593
5.700000	399.608154
5.750000	399.626862
5.800000	399.644623
5.850000	399.661530
5.900000	399.677673
5.950000	399.692810
6.000000	399.707581
6.050000	399.721436
6.100000	399.734680
6.150000	399.747375
6.200000	399.759369
6.250000	399.770691
6.300000	399.781586
6.350000	399.792053
6.400000	399.801941
6.450000	399.811340
6.500000	399.820312
6.550000	399.828918
6.600000	399.837097
6.650000	399.844757
6.700000	399.852173
6.750000	399.859222
6.800000	399.865875
6.850000	399.872314
6.900000	399.878418
6.950000	399.884125
7.000000	399.889679
7.050000	399.894867
7.100000	399.899902
7.150000	399.904633
7.200000	399.909271
7.250000	399.913483
7.300000	399.917664
7.350000	399.921478
7.400000	399.925140
7.450000	399.928864
7.500000	399.932159
7.550000	399.935516
7.600000	399.938568
7.650000	399.941528
7.700000	399.944183
7.750000	399.946869
7.800000	399.949371
7.850000	399.951721
7.900000	399.954041
7.950000	399.956177
8.000000	399.958313
8.050000	399.960449
8.100000	399.962341
8.150000	399.964050
8.200000	399.965759
8.250000	399.967194
8.300000	399.968750
8.350000	399.970276
8.400000	399.971558
8.450000	399.972839
8.500000	399.974091
8.550000	399.975067
8.600000	399.976013
8.650000	399.976990
8.700000	399.977753
8.750000	399.978455
8.800000	399.978912
8.850000	399.979492
8.900000	399.979736
8.950000	399.980286
9.000000	399.980377
9.050000	399.980530
9.100000	399.980682
9.150000	399.980865
9.200000	399.980957
9.250000	399.981140
9.300000	399.981140
9.350000	399.981140
9.400000	399.981140
9.450000	399.981232
9.500000	399.981232
9.550000	399.981232
9.600000	399.981232
9.650000	399.981232
9.700000	399.981232
9.750000	399.981232
9.800000	399.981232
9.850000	399.981232
9.900000	399.981232
9.950000	399.981232
10.000000	399.981232
