# Region type : patch outlet
# Faces         : 20
# Area          : 4.36243709e-07
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(p)	weightedAverage(U)	weightedAverage(T)
36100           	1.01325000e+05	(1.06097558e+00 3.34620603e-07 1.26129428e-12)	3.99982971e+02
36200           	1.01325000e+05	(1.06097804e+00 4.35351006e-07 1.24502939e-12)	3.99982971e+02
36300           	1.01325000e+05	(1.06097949e+00 -2.94396149e-08 1.25388952e-12)	3.99982971e+02
36400           	1.01325000e+05	(1.06097815e+00 -5.09883704e-07 1.24298540e-12)	3.99982971e+02
36500           	1.01325000e+05	(1.06097510e+00 -3.53969678e-07 1.24073833e-12)	3.99982971e+02
36600           	1.01325000e+05	(1.06097460e+00 4.33390223e-07 1.22640632e-12)	3.99982971e+02
36700           	1.01325000e+05	(1.06097812e+00 7.50374948e-07 1.22871809e-12)	3.99982971e+02
36800           	1.01325000e+05	(1.06098132e+00 4.85516285e-08 1.24912386e-12)	3.99982971e+02
36900           	1.01325000e+05	(1.06097952e+00 -9.24894670e-07 1.23844699e-12)	3.99982971e+02
37000           	1.01325000e+05	(1.06097414e+00 -7.70962861e-07 1.23402729e-12)	3.99982971e+02
37100           	1.01325000e+05	(1.06097249e+00 4.41259090e-07 1.24382092e-12)	3.99982971e+02
37200           	1.01325000e+05	(1.06097697e+00 1.12326643e-06 1.25412955e-12)	3.99982971e+02
37300           	1.01325000e+05	(1.06098232e+00 4.24875405e-07 1.24397816e-12)	3.99982971e+02
37400           	1.01325000e+05	(1.06098184e+00 -1.03501321e-06 1.26236008e-12)	3.99982971e+02
37500           	1.01325000e+05	(1.06097465e+00 -1.24091764e-06 1.24537936e-12)	3.99982971e+02
37600           	1.01325000e+05	(1.06097104e+00 1.92744831e-07 1.25022703e-12)	3.99982971e+02
37700           	1.01325000e+05	(1.06097529e+00 1.24483121e-06 1.25594006e-12)	3.99982971e+02
37800           	1.01325000e+05	(1.06098197e+00 7.33105163e-07 1.23891305e-12)	3.99982971e+02
37900           	1.01325000e+05	(1.06098251e+00 -8.91418177e-07 1.23370071e-12)	3.99982971e+02
38000           	1.01325000e+05	(1.06097548e+00 -1.19822087e-06 1.25989949e-12)	3.99982971e+02
38100           	1.01325000e+05	(1.06097203e+00 -4.77868335e-08 1.23312104e-12)	3.99982971e+02
38200           	1.01325000e+05	(1.06097417e+00 9.02382314e-07 1.21173371e-12)	3.99982971e+02
38300           	1.01325000e+05	(1.06097945e+00 8.33719875e-07 1.25307993e-12)	3.99982971e+02
38400           	1.01325000e+05	(1.06098080e+00 -1.92729566e-07 1.24283229e-12)	3.99982971e+02
38500           	1.01325000e+05	(1.06097828e+00 -3.45337026e-07 1.25169423e-12)	3.99982971e+02
38600           	1.01325000e+05	(1.06097759e+00 -3.84687814e-07 1.24781346e-12)	3.99982971e+02
38700           	1.01325000e+05	(1.06097563e+00 -2.73076768e-07 1.24560396e-12)	3.99982971e+02
38800           	1.01325000e+05	(1.06097573e+00 2.14840409e-07 1.23697766e-12)	3.99982971e+02
38900           	1.01325000e+05	(1.06097735e+00 2.27475571e-07 1.24116847e-12)	3.99982971e+02
39000           	1.01325000e+05	(1.06097795e+00 5.15937320e-08 1.23648662e-12)	3.99982971e+02
39100           	1.01325000e+05	(1.06097756e+00 -1.06544493e-07 1.25961777e-12)	3.99982971e+02
39200           	1.01325000e+05	(1.06097691e+00 1.10521994e-08 1.23320394e-12)	3.99982971e+02
39300           	1.01325000e+05	(1.06097751e+00 1.06595957e-07 1.22037043e-12)	3.99982971e+02
39400           	1.01325000e+05	(1.06097790e+00 -6.34411826e-08 1.24580957e-12)	3.99982971e+02
39500           	1.01325000e+05	(1.06097724e+00 -1.44945043e-07 1.22870929e-12)	3.99982971e+02
39600           	1.01325000e+05	(1.06097666e+00 -5.35695092e-08 1.25274773e-12)	3.99982971e+02
39700           	1.01325000e+05	(1.06097663e+00 1.12058238e-07 1.26019498e-12)	3.99982971e+02
39800           	1.01325000e+05	(1.06097748e+00 1.75014394e-07 1.24762920e-12)	3.99982971e+02
39900           	1.01325000e+05	(1.06097810e+00 1.37550197e-08 1.24030656e-12)	3.99982971e+02
40000           	1.01325000e+05	(1.06097777e+00 -1.55006835e-07 1.24978029e-12)	3.99982971e+02
40100           	1.01325000e+05	(1.06097686e+00 -1.94034538e-07 1.24019883e-12)	3.99982971e+02
40200           	1.01325000e+05	(1.06097610e+00 2.63195571e-08 1.26008094e-12)	3.99982971e+02
40300           	1.01325000e+05	(1.06097693e+00 2.61356428e-07 1.24801339e-12)	3.99982971e+02
40400           	1.01325000e+05	(1.06097833e+00 1.31059492e-07 1.28658559e-12)	3.99982971e+02
40500           	1.01325000e+05	(1.06097847e+00 -2.14605745e-07 1.23098327e-12)	3.99982971e+02
40600           	1.01325000e+05	(1.06097687e+00 -3.77829915e-07 1.25837000e-12)	3.99982971e+02
40700           	1.01325000e+05	(1.06097529e+00 -2.07602446e-08 1.23825600e-12)	3.99982971e+02
40800           	1.01325000e+05	(1.06097638e+00 4.26235195e-07 1.24320561e-12)	3.99982971e+02
40900           	1.01325000e+05	(1.06097882e+00 2.89627418e-07 1.24684641e-12)	3.99982971e+02
41000           	1.01325000e+05	(1.06097936e+00 -2.75606273e-07 1.21937807e-12)	3.99982971e+02
41100           	1.01325000e+05	(1.06097682e+00 -5.60627603e-07 1.24078033e-12)	3.99982971e+02
41200           	1.01325000e+05	(1.06097438e+00 -4.36947875e-08 1.23589643e-12)	3.99982971e+02
41300           	1.01325000e+05	(1.06097577e+00 6.41746285e-07 1.25315749e-12)	3.99982971e+02
41400           	1.01325000e+05	(1.06097949e+00 5.08223827e-07 1.25760728e-12)	3.99982971e+02
41500           	1.01325000e+05	(1.06098070e+00 -3.38378585e-07 1.26220312e-12)	3.99982971e+02
41600           	1.01325000e+05	(1.06097715e+00 -8.66888623e-07 1.24574332e-12)	3.99982971e+02
41700           	1.01325000e+05	(1.06097322e+00 -1.82207867e-07 1.25162203e-12)	3.99982971e+02
41800           	1.01325000e+05	(1.06097457e+00 8.45283143e-07 1.25669833e-12)	3.99982971e+02
41900           	1.01325000e+05	(1.06097986e+00 7.85312076e-07 1.24924588e-12)	3.99982971e+02
42000           	1.01325000e+05	(1.06098219e+00 -3.86119868e-07 1.25392743e-12)	3.99982971e+02
42100           	1.01325000e+05	(1.06097761e+00 -1.21751459e-06 1.24972271e-12)	3.99982971e+02
42200           	1.01325000e+05	(1.06097198e+00 -3.88177545e-07 1.24507073e-12)	3.99982971e+02
42300           	1.01325000e+05	(1.06097301e+00 1.00863861e-06 1.24814341e-12)	3.99982971e+02
42400           	1.01325000e+05	(1.06097992e+00 1.16009643e-06 1.24476278e-12)	3.99982971e+02
42500           	1.01325000e+05	(1.06098372e+00 -2.88676829e-07 1.25922748e-12)	3.99982971e+02
42600           	1.01325000e+05	(1.06097866e+00 -1.41650457e-06 1.25556777e-12)	3.99982971e+02
42700           	1.01325000e+05	(1.06097203e+00 -5.49509837e-07 1.24797235e-12)	3.99982971e+02
42800           	1.01325000e+05	(1.06097303e+00 9.44334553e-07 1.24836525e-12)	3.99982971e+02
42900           	1.01325000e+05	(1.06097968e+00 1.00900895e-06 1.25097904e-12)	3.99982971e+02
43000           	1.01325000e+05	(1.06098204e+00 -3.42043800e-07 1.26556102e-12)	3.99982971e+02
43100           	1.01325000e+05	(1.06097695e+00 -8.38413052e-07 1.24392965e-12)	3.99982971e+02
43200           	1.01325000e+05	(1.06097417e+00 1.37012105e-07 1.27607959e-12)	3.99982971e+02
43300           	1.01325000e+05	(1.06097740e+00 6.31540557e-07 1.25000926e-12)	3.99982971e+02
43400           	1.01325000e+05	(1.06098012e+00 -4.32409256e-08 1.24505809e-12)	3.99982971e+02
43500           	1.01325000e+05	(1.06097739e+00 -7.04375328e-07 1.24301070e-12)	3.99982971e+02
43600           	1.01325000e+05	(1.06097342e+00 -3.37537701e-08 1.25787560e-12)	3.99982971e+02
43700           	1.01325000e+05	(1.06097574e+00 9.60462619e-07 1.24652492e-12)	3.99982971e+02
43800           	1.01325000e+05	(1.06098098e+00 5.76820692e-07 1.25503618e-12)	3.99982971e+02
43900           	1.01325000e+05	(1.06098158e+00 -6.49401353e-07 1.26249143e-12)	3.99982971e+02
44000           	1.01325000e+05	(1.06097603e+00 -1.05775582e-06 1.22683215e-12)	3.99982971e+02
44100           	1.01325000e+05	(1.06097202e+00 1.71008441e-07 1.26171863e-12)	3.99982971e+02
44200           	1.01325000e+05	(1.06097625e+00 1.14520086e-06 1.25030705e-12)	3.99982971e+02
44300           	1.01325000e+05	(1.06098188e+00 4.89135581e-07 1.24321031e-12)	3.99982971e+02
44400           	1.01325000e+05	(1.06098165e+00 -7.81657778e-07 1.25824575e-12)	3.99982971e+02
44500           	1.01325000e+05	(1.06097585e+00 -1.10202283e-06 1.25791653e-12)	3.99982971e+02
44600           	1.01325000e+05	(1.06097214e+00 2.04737760e-08 1.24344676e-12)	3.99982971e+02
44700           	1.01325000e+05	(1.06097533e+00 7.89232001e-07 1.24427713e-12)	3.99982971e+02
44800           	1.01325000e+05	(1.06097855e+00 3.89248190e-07 1.25138626e-12)	3.99982971e+02
44900           	1.01325000e+05	(1.06097815e+00 -8.82115138e-08 1.24455559e-12)	3.99982971e+02
45000           	1.01325000e+05	(1.06097677e+00 2.91160882e-08 1.26151049e-12)	3.99982971e+02
45100           	1.01325000e+05	(1.06097783e+00 2.06242473e-07 1.24783041e-12)	3.99982971e+02
45200           	1.01325000e+05	(1.06097880e+00 -2.50015107e-07 1.24446790e-12)	3.99982971e+02
45300           	1.01325000e+05	(1.06097641e+00 -5.34920330e-07 1.25563755e-12)	3.99982971e+02
45400           	1.01325000e+05	(1.06097412e+00 -1.91665281e-09 1.24862678e-12)	3.99982971e+02
45500           	1.01325000e+05	(1.06097535e+00 6.50611613e-07 1.25874047e-12)	3.99982971e+02
45600           	1.01325000e+05	(1.06097915e+00 6.76213146e-07 1.25666695e-12)	3.99982971e+02
45700           	1.01325000e+05	(1.06098125e+00 -1.43204565e-07 1.24184043e-12)	3.99982971e+02
45800           	1.01325000e+05	(1.06097883e+00 -7.90402175e-07 1.24536457e-12)	3.99982971e+02
45900           	1.01325000e+05	(1.06097517e+00 -5.93615247e-07 1.24482691e-12)	3.99982971e+02
46000           	1.01325000e+05	(1.06097374e+00 1.56749396e-07 1.24723909e-12)	3.99982971e+02
46100           	1.01325000e+05	(1.06097599e+00 7.61945057e-07 1.23655905e-12)	3.99982971e+02
46200           	1.01325000e+05	(1.06097969e+00 5.58226397e-07 1.25106679e-12)	3.99982971e+02
46300           	1.01325000e+05	(1.06098091e+00 -1.96158062e-07 1.25968626e-12)	3.99982971e+02
46400           	1.01325000e+05	(1.06097839e+00 -7.77973844e-07 1.24930828e-12)	3.99982971e+02
46500           	1.01325000e+05	(1.06097478e+00 -4.94464227e-07 1.23975285e-12)	3.99982971e+02
46600           	1.01325000e+05	(1.06097413e+00 1.77445611e-07 1.25634195e-12)	3.99982971e+02
46700           	1.01325000e+05	(1.06097570e+00 5.11574610e-07 1.25435372e-12)	3.99982971e+02
46800           	1.01325000e+05	(1.06097788e+00 4.79756336e-07 1.24395695e-12)	3.99982971e+02
46900           	1.01325000e+05	(1.06097919e+00 7.36816008e-08 1.24968860e-12)	3.99982971e+02
47000           	1.01325000e+05	(1.06097842e+00 -3.27727294e-07 1.24539256e-12)	3.99982971e+02
47100           	1.01325000e+05	(1.06097644e+00 -3.98471754e-07 1.24860544e-12)	3.99982971e+02
47200           	1.01325000e+05	(1.06097498e+00 4.56144846e-09 1.24561468e-12)	3.99982971e+02
47300           	1.01325000e+05	(1.06097619e+00 4.51620802e-07 1.25489215e-12)	3.99982971e+02
47400           	1.01325000e+05	(1.06097863e+00 3.81690633e-07 1.24572188e-12)	3.99982971e+02
47500           	1.01325000e+05	(1.06097968e+00 -1.40593645e-07 1.24464490e-12)	3.99982971e+02
47600           	1.01325000e+05	(1.06097794e+00 -4.77283778e-07 1.24486891e-12)	3.99982971e+02
47700           	1.01325000e+05	(1.06097597e+00 -2.21804175e-07 1.24524247e-12)	3.99982971e+02
47800           	1.01325000e+05	(1.06097621e+00 1.23538819e-07 1.26719622e-12)	3.99982971e+02
47900           	1.01325000e+05	(1.06097717e+00 1.77543270e-07 1.26079153e-12)	3.99982971e+02
48000           	1.01325000e+05	(1.06097787e+00 7.32819689e-08 1.25922946e-12)	3.99982971e+02
48100           	1.01325000e+05	(1.06097772e+00 -7.72001124e-08 1.24338383e-12)	3.99982971e+02
48200           	1.01325000e+05	(1.06097731e+00 -6.13478939e-08 1.22351102e-12)	3.99982971e+02
48300           	1.01325000e+05	(1.06097713e+00 -6.85372630e-08 1.26689008e-12)	3.99982971e+02
48400           	1.01325000e+05	(1.06097666e+00 7.00618748e-09 1.23975176e-12)	3.99982971e+02
48500           	1.01325000e+05	(1.06097697e+00 1.41258922e-07 1.23130683e-12)	3.99982971e+02
48600           	1.01325000e+05	(1.06097758e+00 1.41653306e-07 1.24317464e-12)	3.99982971e+02
48700           	1.01325000e+05	(1.06097822e+00 4.52382082e-08 1.24619922e-12)	3.99982971e+02
48800           	1.01325000e+05	(1.06097818e+00 -2.40201219e-07 1.23806797e-12)	3.99982971e+02
48900           	1.01325000e+05	(1.06097651e+00 -3.19368363e-07 1.24763687e-12)	3.99982971e+02
49000           	1.01325000e+05	(1.06097532e+00 5.58826731e-08 1.22613527e-12)	3.99982971e+02
49100           	1.01325000e+05	(1.06097649e+00 4.52379779e-07 1.24587308e-12)	3.99982971e+02
49200           	1.01325000e+05	(1.06097907e+00 3.50114314e-07 1.25880545e-12)	3.99982971e+02
49300           	1.01325000e+05	(1.06097972e+00 -3.24422346e-07 1.25048910e-12)	3.99982971e+02
49400           	1.01325000e+05	(1.06097676e+00 -6.22505934e-07 1.23904566e-12)	3.99982971e+02
49500           	1.01325000e+05	(1.06097421e+00 -3.97892748e-08 1.24890808e-12)	3.99982971e+02
49600           	1.01325000e+05	(1.06097553e+00 6.98735089e-07 1.25057738e-12)	3.99982971e+02
49700           	1.01325000e+05	(1.06097998e+00 6.24047321e-07 1.23526743e-12)	3.99982971e+02
49800           	1.01325000e+05	(1.06098169e+00 -4.60949298e-07 1.23234480e-12)	3.99982971e+02
49900           	1.01325000e+05	(1.06097728e+00 -1.17305547e-06 1.24030227e-12)	3.99982971e+02
50000           	1.01325000e+05	(1.06097180e+00 -3.90564334e-07 1.25563914e-12)	3.99982971e+02
50100           	1.01325000e+05	(1.06097258e+00 1.07331231e-06 1.25578842e-12)	3.99982971e+02
50200           	1.01325000e+05	(1.06097957e+00 1.41845349e-06 1.26013675e-12)	3.99982971e+02
50300           	1.01325000e+05	(1.06098484e+00 -4.12797746e-08 1.23047436e-12)	3.99982971e+02
50400           	1.01325000e+05	(1.06098034e+00 -1.52393792e-06 1.24755873e-12)	3.99982971e+02
50500           	1.01325000e+05	(1.06097190e+00 -8.47411208e-07 1.24030146e-12)	3.99982971e+02
50600           	1.01325000e+05	(1.06097114e+00 8.88992545e-07 1.23408046e-12)	3.99982971e+02
50700           	1.01325000e+05	(1.06097772e+00 1.62633999e-06 1.24652219e-12)	3.99982971e+02
50800           	1.01325000e+05	(1.06098487e+00 4.74598951e-07 1.24187554e-12)	3.99982971e+02
50900           	1.01325000e+05	(1.06098191e+00 -1.43027610e-06 1.23955168e-12)	3.99982971e+02
51000           	1.01325000e+05	(1.06097390e+00 -7.62448412e-07 1.22836589e-12)	3.99982971e+02
51100           	1.01325000e+05	(1.06097457e+00 8.90495006e-08 1.26213813e-12)	3.99982971e+02
51200           	1.01325000e+05	(1.06097552e+00 2.86893036e-07 1.24332185e-12)	3.99982971e+02
51300           	1.01325000e+05	(1.06097724e+00 1.90543976e-07 1.23222353e-12)	3.99982971e+02
51400           	1.01325000e+05	(1.06097617e+00 1.37685751e-07 1.25376498e-12)	3.99982971e+02
51500           	1.01325000e+05	(1.06097841e+00 5.26576963e-07 1.24737828e-12)	3.99982971e+02
51600           	1.01325000e+05	(1.06098015e+00 -4.44014621e-07 1.23811527e-12)	3.99982971e+02
51700           	1.01325000e+05	(1.06097613e+00 -6.47247116e-07 1.24133744e-12)	3.99982971e+02
51800           	1.01325000e+05	(1.06097427e+00 -1.50656800e-07 1.23731951e-12)	3.99982971e+02
51900           	1.01325000e+05	(1.06097402e+00 6.40644220e-07 1.23998734e-12)	3.99982971e+02
52000           	1.01325000e+05	(1.06097956e+00 1.07628672e-06 1.23363257e-12)	3.99982971e+02
52100           	1.01325000e+05	(1.06098355e+00 -4.28877585e-07 1.22862484e-12)	3.99982971e+02
52200           	1.01325000e+05	(1.06097809e+00 -1.37459582e-06 1.24303573e-12)	3.99982971e+02
52300           	1.01325000e+05	(1.06097211e+00 -6.49177746e-07 1.25819151e-12)	3.99982971e+02
52400           	1.01325000e+05	(1.06097226e+00 9.52781708e-07 1.24332331e-12)	3.99982971e+02
52500           	1.01325000e+05	(1.06098061e+00 1.20376453e-06 1.23240445e-12)	3.99982971e+02
52600           	1.01325000e+05	(1.06098417e+00 -7.31967460e-07 1.26983641e-12)	3.99982971e+02
52700           	1.01325000e+05	(1.06097722e+00 -1.55107028e-06 1.23765473e-12)	3.99982971e+02
52800           	1.01325000e+05	(1.06097225e+00 -6.35106257e-07 1.24355687e-12)	3.99982971e+02
52900           	1.01325000e+05	(1.06097249e+00 4.17304561e-07 1.24683455e-12)	3.99982971e+02
53000           	1.01325000e+05	(1.06097634e+00 9.39728770e-07 1.24458393e-12)	3.99982971e+02
53100           	1.01325000e+05	(1.06098083e+00 4.69267688e-07 1.24126620e-12)	3.99982971e+02
53200           	1.01325000e+05	(1.06098078e+00 -5.81467574e-07 1.25331279e-12)	3.99982971e+02
53300           	1.01325000e+05	(1.06097674e+00 -5.57179552e-07 1.27318997e-12)	3.99982971e+02
53400           	1.01325000e+05	(1.06097673e+00 -1.86465256e-08 1.27082139e-12)	3.99982971e+02
53500           	1.01325000e+05	(1.06097738e+00 -1.58527038e-07 1.25197260e-12)	3.99982971e+02
53600           	1.01325000e+05	(1.06097651e+00 -1.02316923e-07 1.24342937e-12)	3.99982971e+02
53700           	1.01325000e+05	(1.06097630e+00 1.39845037e-07 1.24679201e-12)	3.99982971e+02
53800           	1.01325000e+05	(1.06097732e+00 3.88410444e-07 1.23248159e-12)	3.99982971e+02
53900           	1.01325000e+05	(1.06097953e+00 1.83948193e-07 1.23687725e-12)	3.99982971e+02
54000           	1.01325000e+05	(1.06097905e+00 -4.77742219e-07 1.25098940e-12)	3.99982971e+02
54100           	1.01325000e+05	(1.06097564e+00 -4.12014358e-07 1.23996445e-12)	3.99982971e+02
54200           	1.01325000e+05	(1.06097482e+00 2.35822979e-07 1.26686349e-12)	3.99982971e+02
54300           	1.01325000e+05	(1.06097674e+00 5.85956802e-07 1.25246171e-12)	3.99982971e+02
54400           	1.01325000e+05	(1.06097933e+00 3.28080893e-07 1.24266076e-12)	3.99982971e+02
54500           	1.01325000e+05	(1.06097909e+00 -3.42043089e-07 1.23248960e-12)	3.99982971e+02
54600           	1.01325000e+05	(1.06097632e+00 -3.59714881e-07 1.24264133e-12)	3.99982971e+02
54700           	1.01325000e+05	(1.06097528e+00 5.28643480e-08 1.24541238e-12)	3.99982971e+02
54800           	1.01325000e+05	(1.06097611e+00 4.20991268e-07 1.22673384e-12)	3.99982971e+02
54900           	1.01325000e+05	(1.06097852e+00 3.08659845e-07 1.25746053e-12)	3.99982971e+02
55000           	1.01325000e+05	(1.06097859e+00 -2.42707293e-07 1.27445900e-12)	3.99982971e+02
55100           	1.01325000e+05	(1.06097677e+00 -2.28434024e-07 1.24921740e-12)	3.99982971e+02
55200           	1.01325000e+05	(1.06097631e+00 -4.26752986e-08 1.25889359e-12)	3.99982971e+02
55300           	1.01325000e+05	(1.06097646e+00 1.84847684e-07 1.22802584e-12)	3.99982971e+02
55400           	1.01325000e+05	(1.06097808e+00 1.96303115e-07 1.25938379e-12)	3.99982971e+02
55500           	1.01325000e+05	(1.06097849e+00 -1.64406809e-07 1.23279135e-12)	3.99982971e+02
55600           	1.01325000e+05	(1.06097728e+00 -3.08486402e-07 1.25854805e-12)	3.99982971e+02
55700           	1.01325000e+05	(1.06097593e+00 -1.54480038e-07 1.24677189e-12)	3.99982971e+02
55800           	1.01325000e+05	(1.06097591e+00 2.61600094e-07 1.25569046e-12)	3.99982971e+02
55900           	1.01325000e+05	(1.06097790e+00 3.37270274e-07 1.25713420e-12)	3.99982971e+02
56000           	1.01325000e+05	(1.06097882e+00 -1.83229344e-08 1.22714965e-12)	3.99982971e+02
56100           	1.01325000e+05	(1.06097793e+00 -2.94805228e-07 1.24694814e-12)	3.99982971e+02
56200           	1.01325000e+05	(1.06097600e+00 -2.21922493e-07 1.26021371e-12)	3.99982971e+02
56300           	1.01325000e+05	(1.06097535e+00 2.48917230e-07 1.23704043e-12)	3.99982971e+02
56400           	1.01325000e+05	(1.06097697e+00 5.02558254e-07 1.23106989e-12)	3.99982971e+02
56500           	1.01325000e+05	(1.06097884e+00 3.34116392e-07 1.24702153e-12)	3.99982971e+02
56600           	1.01325000e+05	(1.06097966e+00 -1.56328120e-07 1.24421065e-12)	3.99982971e+02
56700           	1.01325000e+05	(1.06097757e+00 -6.13131891e-07 1.24358073e-12)	3.99982971e+02
56800           	1.01325000e+05	(1.06097456e+00 -2.62489213e-07 1.24088736e-12)	3.99982971e+02
56900           	1.01325000e+05	(1.06097469e+00 3.90842158e-07 1.25160124e-12)	3.99982971e+02
57000           	1.01325000e+05	(1.06097750e+00 6.03199604e-07 1.24392073e-12)	3.99982971e+02
57100           	1.01325000e+05	(1.06098007e+00 -1.22209832e-08 1.24166244e-12)	3.99982971e+02
57200           	1.01325000e+05	(1.06097806e+00 -7.40210713e-07 1.23799979e-12)	3.99982971e+02
57300           	1.01325000e+05	(1.06097448e+00 -4.12056935e-07 1.24638683e-12)	3.99982971e+02
57400           	1.01325000e+05	(1.06097420e+00 2.55628231e-07 1.25792246e-12)	3.99982971e+02
57500           	1.01325000e+05	(1.06097670e+00 6.49030744e-07 1.25023555e-12)	3.99982971e+02
57600           	1.01325000e+05	(1.06098004e+00 2.46693415e-07 1.23611369e-12)	3.99982971e+02
57700           	1.01325000e+05	(1.06097980e+00 -5.03949579e-07 1.25881489e-12)	3.99982971e+02
57800           	1.01325000e+05	(1.06097712e+00 -6.58797503e-07 1.23460371e-12)	3.99982971e+02
57900           	1.01325000e+05	(1.06097462e+00 -2.51212978e-07 1.22948723e-12)	3.99982971e+02
58000           	1.01325000e+05	(1.06097531e+00 5.75249072e-07 1.24653714e-12)	3.99982971e+02
58100           	1.01325000e+05	(1.06097943e+00 5.47667894e-07 1.24813390e-12)	3.99982971e+02
58200           	1.01325000e+05	(1.06098086e+00 -2.31413383e-07 1.22956452e-12)	3.99982971e+02
58300           	1.01325000e+05	(1.06097841e+00 -8.27026343e-07 1.26217264e-12)	3.99982971e+02
58400           	1.01325000e+05	(1.06097360e+00 -4.54378758e-07 1.23276359e-12)	3.99982971e+02
58500           	1.01325000e+05	(1.06097338e+00 9.02393470e-07 1.24460414e-12)	3.99982971e+02
58600           	1.01325000e+05	(1.06097961e+00 1.14377652e-06 1.24591017e-12)	3.99982971e+02
58700           	1.01325000e+05	(1.06098314e+00 9.45488904e-09 1.24212012e-12)	3.99982971e+02
58800           	1.01325000e+05	(1.06098029e+00 -1.09047934e-06 1.27374704e-12)	3.99982971e+02
58900           	1.01325000e+05	(1.06097347e+00 -8.67690928e-07 1.24632132e-12)	3.99982971e+02
59000           	1.01325000e+05	(1.06097186e+00 6.27671626e-07 1.27110175e-12)	3.99982971e+02
59100           	1.01325000e+05	(1.06097697e+00 1.18722816e-06 1.25202165e-12)	3.99982971e+02
59200           	1.01325000e+05	(1.06098125e+00 5.65568715e-07 1.23739757e-12)	3.99982971e+02
59300           	1.01325000e+05	(1.06098140e+00 -5.69855580e-07 1.24172830e-12)	3.99982971e+02
59400           	1.01325000e+05	(1.06097643e+00 -9.64369881e-07 1.28115456e-12)	3.99982971e+02
59500           	1.01325000e+05	(1.06097275e+00 -1.84537001e-07 1.24630642e-12)	3.99982971e+02
59600           	1.01325000e+05	(1.06097347e+00 8.23135731e-07 1.22531891e-12)	3.99982971e+02
59700           	1.01325000e+05	(1.06097885e+00 1.14880812e-06 1.24687870e-12)	3.99982971e+02
59800           	1.01325000e+05	(1.06098275e+00 -3.20078914e-08 1.25046951e-12)	3.99982971e+02
59900           	1.01325000e+05	(1.06097956e+00 -9.18257901e-07 1.23786480e-12)	3.99982971e+02
60000           	1.01325000e+05	(1.06097536e+00 -7.79274808e-07 1.25390739e-12)	3.99982971e+02
60100           	1.01325000e+05	(1.06097272e+00 2.13576719e-09 1.27816604e-12)	3.99982971e+02
60200           	1.01325000e+05	(1.06097479e+00 9.96829032e-07 1.23655600e-12)	3.99982971e+02
60300           	1.01325000e+05	(1.06098051e+00 8.43892251e-07 1.27199761e-12)	3.99982971e+02
60400           	1.01325000e+05	(1.06098290e+00 -4.44762601e-07 1.23180365e-12)	3.99982971e+02
60500           	1.01325000e+05	(1.06097770e+00 -1.51646617e-06 1.24129176e-12)	3.99982971e+02
60600           	1.01325000e+05	(1.06097019e+00 -4.14833686e-07 1.23932408e-12)	3.99982971e+02
60700           	1.01325000e+05	(1.06097261e+00 1.31067607e-06 1.24182193e-12)	3.99982971e+02
60800           	1.01325000e+05	(1.06098049e+00 9.61706264e-07 1.25910866e-12)	3.99982971e+02
60900           	1.01325000e+05	(1.06098190e+00 -5.27526924e-07 1.24983236e-12)	3.99982971e+02
61000           	1.01325000e+05	(1.06097579e+00 -1.01937050e-06 1.26433999e-12)	3.99982971e+02
61100           	1.01325000e+05	(1.06097311e+00 2.25151393e-07 1.25543803e-12)	3.99982971e+02
61200           	1.01325000e+05	(1.06097731e+00 5.41348036e-07 1.24142430e-12)	3.99982971e+02
61300           	1.01325000e+05	(1.06097937e+00 -8.08294185e-08 1.24655594e-12)	3.99982971e+02
61400           	1.01325000e+05	(1.06097729e+00 -7.10002160e-07 1.24806989e-12)	3.99982971e+02
61500           	1.01325000e+05	(1.06097340e+00 -7.02334129e-08 1.24639962e-12)	3.99982971e+02
61600           	1.01325000e+05	(1.06097630e+00 7.55282588e-07 1.25621912e-12)	3.99982971e+02
61700           	1.01325000e+05	(1.06097941e+00 1.34399589e-07 1.22990357e-12)	3.99982971e+02
61800           	1.01325000e+05	(1.06097857e+00 -3.60933363e-07 1.24840226e-12)	3.99982971e+02
61900           	1.01325000e+05	(1.06097593e+00 -4.43867775e-07 1.23618083e-12)	3.99982971e+02
62000           	1.01325000e+05	(1.06097489e+00 3.48782389e-07 1.26069952e-12)	3.99982971e+02
62100           	1.01325000e+05	(1.06097863e+00 3.76195420e-07 1.24502889e-12)	3.99982971e+02
62200           	1.01325000e+05	(1.06097851e+00 -3.38779274e-07 1.24114034e-12)	3.99982971e+02
62300           	1.01325000e+05	(1.06097622e+00 -2.03243531e-07 1.25373172e-12)	3.99982971e+02
62400           	1.01325000e+05	(1.06097591e+00 1.55727673e-07 1.24742893e-12)	3.99982971e+02
62500           	1.01325000e+05	(1.06097739e+00 4.09231624e-07 1.24826601e-12)	3.99982971e+02
62600           	1.01325000e+05	(1.06097914e+00 3.01773892e-08 1.24317741e-12)	3.99982971e+02
62700           	1.01325000e+05	(1.06097781e+00 -3.52517658e-07 1.24590772e-12)	3.99982971e+02
62800           	1.01325000e+05	(1.06097599e+00 -1.59469541e-07 1.22860352e-12)	3.99982971e+02
62900           	1.01325000e+05	(1.06097571e+00 1.83134535e-07 1.27991588e-12)	3.99982971e+02
